ID,campus,SITE,lat_wgs84,lon_wgs84,sstAnnMean,sstAnnMax,nppAnnMean,OrbV95pct,OrbVmax,waveHs95pct,waveHsMax,year,_TYPE_,_FREQ_,Turbidity,springTurbidity,springSST,springwind,mpa_group,site_status,STATE
KF410,VRG,3_PALMS_EAST,33.71762,-118.33215,19.255163,23.605398,,22.875639915,173.78094,1.3234927058,3.6102037,2014,0,12,,,16.579920333,11.833563,Abalone Cove SMCA,reference,CALIFORNIA
KF410,VRG,3_PALMS_EAST,33.71762,-118.33215,19.010466,25.24,674,20.26671114,110.77289,1.2976030469,2.7846189,2015,0,12,,,16.963149667,10.8670575,Abalone Cove SMCA,reference,CALIFORNIA
KF410,VRG,3_PALMS_EAST,33.71762,-118.33215,17.762234,23.23,1044.4333333,35.71408329,144.04967,1.6205734789,3.28821,2016,0,12,,,17.197461333,11.114953533,Abalone Cove SMCA,reference,CALIFORNIA
KF410,VRG,3_PALMS_EAST,33.71762,-118.33215,17.492561,,,21.682415962,180.98534,1.337422502,3.5593503,2017,0,12,,,16.292129,8.2665095,Abalone Cove SMCA,reference,CALIFORNIA
KF410,VRG,3_PALMS_EAST,33.71762,-118.33215,17.831415,,420.46666667,18.463995647,100.09105,1.2406351864,2.7279758,2018,0,12,,,16.152468,10.1258159,Abalone Cove SMCA,reference,CALIFORNIA
KF410,VRG,3_PALMS_EAST,33.71762,-118.33215,17.40847,,,22.601016521,92.16908,1.417565912,2.4460363,2019,0,12,,,15.563216,7.693692,Abalone Cove SMCA,reference,CALIFORNIA
KF410,VRG,3_PALMS_EAST,33.71762,-118.33215,16.987633,,,14.910347939,46.439217,1.0924302816,1.8925023,2020,0,10,,,16.947446333,10.268150667,Abalone Cove SMCA,reference,CALIFORNIA
KF404,VRG,ABALONE_COVE_KELP_W,33.73922,-118.38789,,,1259.1752577,5.8266238928,42.65241,0.6114672065,1.6650546,2000,0,12,0.091796875,0.0625,,,Abalone Cove SMCA,mpa,CALIFORNIA
KF404,VRG,ABALONE_COVE_KELP_W,33.73922,-118.38789,,,890.2398374,6.6646665573,54.837734,0.7319357306,2.5918376,2001,0,12,0.0920758929,0.078125,,,Abalone Cove SMCA,mpa,CALIFORNIA
KF404,VRG,ABALONE_COVE_KELP_W,33.73922,-118.38789,,,1117.0182482,5.7458389997,33.031998,0.6581553876,1.7006022,2002,0,12,0.1234085648,0.083984375,,,Abalone Cove SMCA,mpa,CALIFORNIA
KF404,VRG,ABALONE_COVE_KELP_W,33.73922,-118.38789,,,1731.1642857,6.4194393873,21.445261,0.6842683554,1.7327251,2003,0,12,0.1171875,0.19921875,,,Abalone Cove SMCA,mpa,CALIFORNIA
KF404,VRG,ABALONE_COVE_KELP_W,33.73922,-118.38789,20.313438,23.3789,1460.7330961,6.4573981285,49.70855,0.6911834389,2.4676502,2004,0,12,0.1255696615,0.1015625,,,Abalone Cove SMCA,mpa,CALIFORNIA
KF404,VRG,ABALONE_COVE_KELP_W,33.73922,-118.38789,15.893626,20.1101,2446.0041667,7.2942075014,56.389626,0.7619691849,2.0010562,2005,0,12,0.1430896577,,15.661866667,,Abalone Cove SMCA,mpa,CALIFORNIA
KF404,VRG,ABALONE_COVE_KELP_W,33.73922,-118.38789,16.245884,23.801,1443.196875,6.1572250366,32.450195,0.6607067794,1.8823198,2006,0,12,0.1163574219,0.0690104167,14.469049,,Abalone Cove SMCA,mpa,CALIFORNIA
KF404,VRG,ABALONE_COVE_KELP_W,33.73922,-118.38789,16.289259,22.4256,1238.2611111,5.2821173906,92.78008,0.6577201515,2.258961,2007,0,12,0.1279224537,0.107421875,14.7710505,,Abalone Cove SMCA,mpa,CALIFORNIA
KF404,VRG,ABALONE_COVE_KELP_W,33.73922,-118.38789,17.126307,21.6615,1255.2068966,6.3511935711,83.62796,0.7150633514,2.1446533,2008,0,12,0.1188616071,0.08203125,16.1758725,,Abalone Cove SMCA,mpa,CALIFORNIA
KF404,VRG,ABALONE_COVE_KELP_W,33.73922,-118.38789,17.28272,21.8213,935.71666667,5.2171332121,32.132877,0.6353730351,2.120991,2009,0,12,0.15234375,,14.8265,,Abalone Cove SMCA,mpa,CALIFORNIA
KF404,VRG,ABALONE_COVE_KELP_W,33.73922,-118.38789,15.751631,19.329082,2380.6801802,7.7431051731,57.143593,0.8033949763,2.14047,2010,0,12,0.1396484375,0.25390625,15.314595333,,Abalone Cove SMCA,mpa,CALIFORNIA
KF404,VRG,ABALONE_COVE_KELP_W,33.73922,-118.38789,16.107676,21.729849,4174.7454545,5.772205019,37.8088,0.6535274237,2.2302327,2011,0,12,,,16.396923667,,Abalone Cove SMCA,mpa,CALIFORNIA
KF404,VRG,ABALONE_COVE_KELP_W,33.73922,-118.38789,16.99016,24.292767,757.76666667,6.0517597437,26.947306,0.7010789484,1.6663443,2012,0,12,,,15.372266667,,Abalone Cove SMCA,mpa,CALIFORNIA
KF404,VRG,ABALONE_COVE_KELP_W,33.73922,-118.38789,16.54941,21.898006,,5.2875082254,17.379997,0.60498496,1.1646928,2013,0,12,,,17.102379667,,Abalone Cove SMCA,mpa,CALIFORNIA
KF404,VRG,ABALONE_COVE_KELP_W,33.73922,-118.38789,19.463692,23.55938,,7.0490895271,49.766293,0.7145402163,1.9778206,2014,0,12,,,16.586443,12.417958333,Abalone Cove SMCA,mpa,CALIFORNIA
KF404,VRG,ABALONE_COVE_KELP_W,33.73922,-118.38789,18.986332,,538.98888889,6.0097715616,24.4657,0.6551686764,1.1600058,2015,0,12,,,17.181054,11.285908667,Abalone Cove SMCA,mpa,CALIFORNIA
KF404,VRG,ABALONE_COVE_KELP_W,33.73922,-118.38789,17.62227,26.013334,,9.1109223366,30.543074,0.7854084432,1.6745558,2016,0,12,,,17.190894,11.727042333,Abalone Cove SMCA,mpa,CALIFORNIA
KF404,VRG,ABALONE_COVE_KELP_W,33.73922,-118.38789,17.11677,,,6.029640913,61.202686,0.655236578,2.5946667,2017,0,12,,,15.985936,8.79075525,Abalone Cove SMCA,mpa,CALIFORNIA
KF404,VRG,ABALONE_COVE_KELP_W,33.73922,-118.38789,17.76501,,2083.3,6.0168926001,23.10754,0.6743773401,1.7400879,2018,0,12,,,16.228789,10.746035667,Abalone Cove SMCA,mpa,CALIFORNIA
KF404,VRG,ABALONE_COVE_KELP_W,33.73922,-118.38789,17.388151,,,7.3019498587,28.357445,0.7675641328,1.9000466,2019,0,12,,,14.867959333,7.678705,Abalone Cove SMCA,mpa,CALIFORNIA
KF404,VRG,ABALONE_COVE_KELP_W,33.73922,-118.38789,16.734789,,,5.2956582785,13.092327,0.5988173008,1.1396757,2020,0,10,,,16.965151667,11.065293,Abalone Cove SMCA,mpa,CALIFORNIA
KF018,HSU,ABALONE_POINT_1,39.6915,-123.8141,,,1355.0584615,117.40542603,688.461,2.6999968767,6.334458,2000,0,12,0.2202946739,0.1694661458,,,Ten Mile SMR,reference,CALIFORNIA
KF018,HSU,ABALONE_POINT_1,39.6915,-123.8141,,,1821.58,103.45209656,754.7927,2.5739266992,6.7296033,2001,0,12,0.19296875,0.1714409722,,,Ten Mile SMR,reference,CALIFORNIA
KF018,HSU,ABALONE_POINT_1,39.6915,-123.8141,,,1434.5088757,105.5808445,846.43933,2.6362139821,6.795803,2002,0,12,0.1768229167,0.1341145833,,,Ten Mile SMR,reference,CALIFORNIA
KF018,HSU,ABALONE_POINT_1,39.6915,-123.8141,,,1657.3240223,73.042069244,317.53168,2.1912784815,4.305127,2003,0,12,0.2231297348,0.3157552083,,,Ten Mile SMR,reference,CALIFORNIA
KF018,HSU,ABALONE_POINT_1,39.6915,-123.8141,11.899792,12.6784,2248.8493151,114.22249374,711.8751,2.8886729598,6.5354805,2004,0,12,0.1835345644,0.1766493056,,,Ten Mile SMR,reference,CALIFORNIA
KF018,HSU,ABALONE_POINT_1,39.6915,-123.8141,11.102322,12.8021,1858.3502825,178.89425201,587.19965,3.4964296699,6.1674957,2005,0,12,0.3004918981,0.607421875,10.354781667,,Ten Mile SMR,reference,CALIFORNIA
KF018,HSU,ABALONE_POINT_1,39.6915,-123.8141,12.041456,14.043884,1924.6390533,187.69404373,600.8627,3.5888186932,6.076349,2006,0,12,0.2012369792,0.1916232639,11.81933,,Ten Mile SMR,reference,CALIFORNIA
KF018,HSU,ABALONE_POINT_1,39.6915,-123.8141,11.845268,16.6102,1659.160221,146.38935699,971.9349,3.180615747,7.3113894,2007,0,12,0.223578559,0.197265625,10.228109,,Ten Mile SMR,reference,CALIFORNIA
KF018,HSU,ABALONE_POINT_1,39.6915,-123.8141,10.543414,17.1106,1315.8549383,148.08677216,1256.485,3.1674479008,8.313043,2008,0,12,0.1713169643,0.3046875,9.458636,,Ten Mile SMR,reference,CALIFORNIA
KF018,HSU,ABALONE_POINT_1,39.6915,-123.8141,10.91208,15.9466,1466.1495601,132.25237122,732.93176,3.0746717334,6.349114,2009,0,12,0.1796875,0.1953125,10.789815667,,Ten Mile SMR,reference,CALIFORNIA
KF018,HSU,ABALONE_POINT_1,39.6915,-123.8141,11.331532,15.115582,2013.045045,195.37477722,963.8689,3.6468389511,7.32408,2010,0,12,0.1809895833,,10.680778667,,Ten Mile SMR,reference,CALIFORNIA
KF018,HSU,ABALONE_POINT_1,39.6915,-123.8141,10.902264,15.357546,2445.0098361,136.35920868,430.09598,3.0742003322,5.454178,2011,0,12,,,10.19294,,Ten Mile SMR,reference,CALIFORNIA
KF018,HSU,ABALONE_POINT_1,39.6915,-123.8141,11.158938,14.835834,1586.1068493,177.87732544,664.1161,3.5269584537,6.264974,2012,0,12,,,9.8908553333,,Ten Mile SMR,reference,CALIFORNIA
KF018,HSU,ABALONE_POINT_1,39.6915,-123.8141,10.46556,17.3604,1957.1277778,116.96125031,318.3141,2.8027252078,4.3702226,2013,0,12,,,9.898037,,Ten Mile SMR,reference,CALIFORNIA
KF018,HSU,ABALONE_POINT_1,39.6915,-123.8141,13.113371,21.18,2227.7217391,149.3778717,585.7138,3.1830970883,5.8721423,2014,0,12,,,11.149255667,14.548740333,Ten Mile SMR,reference,CALIFORNIA
KF018,HSU,ABALONE_POINT_1,39.6915,-123.8141,12.728357,26,2789.2944444,156.64893417,1519.6025,3.3378387094,9.142108,2015,0,12,,,11.511227667,14.558001667,Ten Mile SMR,reference,CALIFORNIA
KF018,HSU,ABALONE_POINT_1,39.6915,-123.8141,12.348995,17.2,2107.6986301,215.72327957,522.0139,3.7980865836,5.7879696,2016,0,12,,,11.547014667,15.356357333,Ten Mile SMR,reference,CALIFORNIA
KF018,HSU,ABALONE_POINT_1,39.6915,-123.8141,12.029595,,2340.2451253,139.7674202,1146.9895,3.1200898767,7.83652,2017,0,12,,,11.063644833,11.5780555,Ten Mile SMR,reference,CALIFORNIA
KF018,HSU,ABALONE_POINT_1,39.6915,-123.8141,11.780114,,2047.6933702,144.6193306,881.41815,3.1975265622,6.7229934,2018,0,12,,,10.892187833,15.878613667,Ten Mile SMR,reference,CALIFORNIA
KF018,HSU,ABALONE_POINT_1,39.6915,-123.8141,12.3454685,,2150.4328767,146.77293777,946.6571,3.1580700874,7.844279,2019,0,12,,,11.347180167,15.343871,Ten Mile SMR,reference,CALIFORNIA
KF018,HSU,ABALONE_POINT_1,39.6915,-123.8141,11.495549,,1693.637037,110.74780197,368.87357,2.7864747643,4.7045097,2020,0,10,,,11.503821,14.932819667,Ten Mile SMR,reference,CALIFORNIA
KF019,HSU,ABALONE_POINT_2,39.66502,-123.80435,,,1401.8941176,184.97704773,1354.176,3.3916691065,8.881309,2000,0,12,0.2000697545,0.2155505952,,,Ten Mile SMR,reference,CALIFORNIA
KF019,HSU,ABALONE_POINT_2,39.66502,-123.80435,,,1630.7314286,169.71061859,1342.4165,3.2860816836,8.581039,2001,0,12,0.2415147569,0.186328125,,,Ten Mile SMR,reference,CALIFORNIA
KF019,HSU,ABALONE_POINT_2,39.66502,-123.80435,,,1250.6420118,179.1805191,1741.8187,3.3711392522,9.3322525,2002,0,12,0.1807410038,0.142578125,,,Ten Mile SMR,reference,CALIFORNIA
KF019,HSU,ABALONE_POINT_2,39.66502,-123.80435,,,2000.3854749,112.34381905,534.1311,2.7156541824,5.8922424,2003,0,12,0.2320855035,0.3576388889,,,Ten Mile SMR,reference,CALIFORNIA
KF019,HSU,ABALONE_POINT_2,39.66502,-123.80435,11.689943,12.63,2495.4931507,159.67771072,1194.2478,3.3367956161,8.104544,2004,0,12,0.26953125,0.2604166667,,,Ten Mile SMR,reference,CALIFORNIA
KF019,HSU,ABALONE_POINT_2,39.66502,-123.80435,10.544015,12.6228,2023.5056497,240.43621216,845.1531,4.0339316845,7.6916003,2005,0,12,0.3330078125,0.5911458333,10.826327333,,Ten Mile SMR,reference,CALIFORNIA
KF019,HSU,ABALONE_POINT_2,39.66502,-123.80435,12.271869,14.06,1907.7380952,252.48672867,990.4868,4.1448568344,7.8187847,2006,0,12,0.2213541667,0.1979166667,11.674225,,Ten Mile SMR,reference,CALIFORNIA
KF019,HSU,ABALONE_POINT_2,39.66502,-123.80435,11.6277895,15.7005,1312.273743,205.85711594,1257.5698,3.742099154,8.31663,2007,0,12,0.2287326389,0.2161458333,10.225888167,,Ten Mile SMR,reference,CALIFORNIA
KF019,HSU,ABALONE_POINT_2,39.66502,-123.80435,10.562552,15.3392,1494.8025078,211.59376678,1588.7927,3.7641856551,9.347919,2008,0,12,0.158203125,,9.7388013333,,Ten Mile SMR,reference,CALIFORNIA
KF019,HSU,ABALONE_POINT_2,39.66502,-123.80435,10.887332,14.9411,2019.52149,179.94150238,1182.2225,3.5674673796,8.063637,2009,0,12,0.1375,0.1640625,10.438497667,,Ten Mile SMR,reference,CALIFORNIA
KF019,HSU,ABALONE_POINT_2,39.66502,-123.80435,11.51671,15.5228,2674.9630872,267.29864807,1554.458,4.2235436678,8.816059,2010,0,12,0.1028645833,,10.636438,,Ten Mile SMR,reference,CALIFORNIA
KF019,HSU,ABALONE_POINT_2,39.66502,-123.80435,10.938381,14.782202,2038.6590909,195.17682877,693.0541,3.5937505364,6.9539533,2011,0,12,,,10.319120333,,Ten Mile SMR,reference,CALIFORNIA
KF019,HSU,ABALONE_POINT_2,39.66502,-123.80435,11.162466,18.233526,1853.7859155,245.61497955,898.4762,4.1158244848,7.2161837,2012,0,12,,,9.9914706667,,Ten Mile SMR,reference,CALIFORNIA
KF019,HSU,ABALONE_POINT_2,39.66502,-123.80435,10.647705,17.402481,2186.0852273,174.70431061,507.3087,3.3676968694,5.291718,2013,0,12,,,10.126330333,,Ten Mile SMR,reference,CALIFORNIA
KF019,HSU,ABALONE_POINT_2,39.66502,-123.80435,13.098005,21.18,2682.3834808,209.43608704,1015.00183,3.8005421638,7.4716196,2014,0,12,,,11.256008167,14.175998667,Ten Mile SMR,reference,CALIFORNIA
KF019,HSU,ABALONE_POINT_2,39.66502,-123.80435,12.65392,,2696.8147059,209.74585114,2880.026,3.7876983762,12.585763,2015,0,12,,,11.053040167,13.764283333,Ten Mile SMR,reference,CALIFORNIA
KF019,HSU,ABALONE_POINT_2,39.66502,-123.80435,12.1832285,14.949738,2012.4571429,301.55060577,765.5697,4.4532314062,6.9448814,2016,0,12,,,11.2848825,14.884727667,Ten Mile SMR,reference,CALIFORNIA
KF019,HSU,ABALONE_POINT_2,39.66502,-123.80435,12.051999,,2130.6342183,194.71551285,1308.5493,3.601719296,8.483526,2017,0,12,,,11.040222333,11.4136675,Ten Mile SMR,reference,CALIFORNIA
KF019,HSU,ABALONE_POINT_2,39.66502,-123.80435,11.506289,,1864.4828571,212.45322876,1237.3417,3.815300107,8.249473,2018,0,12,,,10.967024,15.243623,Ten Mile SMR,reference,CALIFORNIA
KF019,HSU,ABALONE_POINT_2,39.66502,-123.80435,12.450488,,2314.2294618,210.11704636,1495.7731,3.6609455943,9.473456,2019,0,12,,,11.341361333,15.033151,Ten Mile SMR,reference,CALIFORNIA
KF019,HSU,ABALONE_POINT_2,39.66502,-123.80435,11.597693,,1631.5762712,157.13820724,616.63464,3.3295265675,6.2514873,2020,0,10,,,11.575419333,14.416710667,Ten Mile SMR,reference,CALIFORNIA
KF020,HSU,ABALONE_POINT_3,39.62877,-123.79658,,,1535.6753623,119.29949913,735.74005,2.7569837689,6.3612657,2000,0,12,0.1686671402,0.1888020833,,,Ten Mile SMR,reference,CALIFORNIA
KF020,HSU,ABALONE_POINT_3,39.62877,-123.79658,,,1711,105.52631836,826.8581,2.6432956338,7.043542,2001,0,12,0.171875,0.1822916667,,,Ten Mile SMR,reference,CALIFORNIA
KF020,HSU,ABALONE_POINT_3,39.62877,-123.79658,,,1652.7850467,108.71866112,779.4096,2.6632444024,6.888287,2002,0,12,0.2152385086,0.2428075397,,,Ten Mile SMR,reference,CALIFORNIA
KF020,HSU,ABALONE_POINT_3,39.62877,-123.79658,,,1917.0807799,77.085322189,420.34857,2.2725034952,4.584477,2003,0,12,0.2621189737,0.3370392628,,,Ten Mile SMR,reference,CALIFORNIA
KF020,HSU,ABALONE_POINT_3,39.62877,-123.79658,12.065484,14.0125,1988.4521739,124.23739929,707.7762,2.9933105588,6.516638,2004,0,12,0.2207064564,0.1899646577,,,Ten Mile SMR,reference,CALIFORNIA
KF020,HSU,ABALONE_POINT_3,39.62877,-123.79658,11.2316,13.4554,2608.8615819,177.8723999,695.0371,3.4528113961,6.457726,2005,0,12,0.2574686598,0.3383556548,10.725649333,,Ten Mile SMR,reference,CALIFORNIA
KF020,HSU,ABALONE_POINT_3,39.62877,-123.79658,12.072959,14.2263,1924.4302326,186.62690353,609.57056,3.5393111348,6.1620746,2006,0,12,0.2400618208,0.2140376984,10.925527,,Ten Mile SMR,reference,CALIFORNIA
KF020,HSU,ABALONE_POINT_3,39.62877,-123.79658,11.216238,16.2589,1636.3017241,153.71531677,1022.22406,3.2909317136,7.4981546,2007,0,12,0.2049584151,0.2381779101,9.943788,,Ten Mile SMR,reference,CALIFORNIA
KF020,HSU,ABALONE_POINT_3,39.62877,-123.79658,10.436373,15.1856,1136.9852399,152.1197876,1332.0729,3.2085155368,8.55944,2008,0,12,0.2063964844,0.1822503307,9.322824,,Ten Mile SMR,reference,CALIFORNIA
KF020,HSU,ABALONE_POINT_3,39.62877,-123.79658,10.8559885,15.7931,1796.6610169,136.48354721,734.5658,3.104140842,6.3561873,2009,0,12,0.1685712219,0.1599826389,10.819907,,Ten Mile SMR,reference,CALIFORNIA
KF020,HSU,ABALONE_POINT_3,39.62877,-123.79658,11.421758,15.633443,2356.0641026,193.20718765,752.868,3.6245042443,6.4348845,2010,0,12,0.2198531539,0.2233434606,10.205644,,Ten Mile SMR,reference,CALIFORNIA
KF020,HSU,ABALONE_POINT_3,39.62877,-123.79658,10.9572,15.85677,2307.8290323,139.9429306,433.6979,3.083090055,5.3102384,2011,0,12,0.2297394283,0.2549479167,10.080667,,Ten Mile SMR,reference,CALIFORNIA
KF020,HSU,ABALONE_POINT_3,39.62877,-123.79658,11.256807,16.42,2216.0541516,179.75547714,671.89264,3.5312167048,6.3492956,2012,0,12,0.2540364583,0.283203125,10.146899667,,Ten Mile SMR,reference,CALIFORNIA
KF020,HSU,ABALONE_POINT_3,39.62877,-123.79658,10.889818,17.19585,2130.4352617,121.86551743,393.13354,2.9304421067,4.856749,2013,0,12,0.2941080729,0.6263020833,10.37595,,Ten Mile SMR,reference,CALIFORNIA
KF020,HSU,ABALONE_POINT_3,39.62877,-123.79658,12.964618,18.773226,2201.9966443,149.36400528,669.25757,3.2064696193,6.0670557,2014,0,12,0.2705512153,0.234375,11.113541333,14.746248333,Ten Mile SMR,reference,CALIFORNIA
KF020,HSU,ABALONE_POINT_3,39.62877,-123.79658,12.566852,,2338.7051672,156.88712158,1430.7604,3.3260348439,8.870841,2015,0,12,0.262890625,0.3098958333,10.978456,14.389181333,Ten Mile SMR,reference,CALIFORNIA
KF020,HSU,ABALONE_POINT_3,39.62877,-123.79658,12.366112,15.7002,1823.9322034,214.78498154,591.1655,3.7844845891,5.921277,2016,0,12,0.2940228175,0.380766369,11.670997333,15.357286667,Ten Mile SMR,reference,CALIFORNIA
KF020,HSU,ABALONE_POINT_3,39.62877,-123.79658,12.061947,,2147.979351,137.06660538,1286.3531,3.1035470724,8.162788,2017,0,12,0.263671875,0.4388020833,11.078857667,11.9580345,Ten Mile SMR,reference,CALIFORNIA
KF020,HSU,ABALONE_POINT_3,39.62877,-123.79658,11.727635,,1806.4063492,153.4511055,922.14545,3.299640131,6.88753,2018,0,12,0.2074652778,0.1549479167,10.872804667,15.736002,Ten Mile SMR,reference,CALIFORNIA
KF020,HSU,ABALONE_POINT_3,39.62877,-123.79658,12.367359,,2219.2027397,148.34587479,1104.2394,3.1771880388,8.472046,2019,0,12,0.178420928,0.2450954861,11.3399625,15.294734,Ten Mile SMR,reference,CALIFORNIA
KF020,HSU,ABALONE_POINT_3,39.62877,-123.79658,11.871547,,1913.1851852,119.03993263,481.8663,2.9445799708,5.1480722,2020,0,10,,,11.952773333,14.926267,Ten Mile SMR,reference,CALIFORNIA
KF356,UCSB,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,,,766.39002933,5.2499317646,18.665224,0.8013049394,1.5121144,2000,0,12,0.0845237167,0.0656622024,,,Anacapa Island SMCA,reference,CALIFORNIA
KF356,UCSB,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,,,764.83286119,8.7457071304,45.038998,1.0145150185,2.5110674,2001,0,12,0.0938100518,0.0733901515,,,Anacapa Island SMCA,reference,CALIFORNIA
KF356,UCSB,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,,,1065.7623188,11.062912607,47.804543,1.121080941,2.186425,2002,0,12,0.1055841607,0.0792415577,,,Anacapa Island SMCA,reference,CALIFORNIA
KF356,UCSB,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,,,1218.1232877,13.007505178,38.030434,1.1976436317,2.1018505,2003,0,12,0.1263514396,0.1573484241,,,Anacapa Island SMCA,reference,CALIFORNIA
KF356,UCSB,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,16.44562,23.0297,877.15342466,13.563802433,34.347893,1.212517941,1.8733392,2004,0,12,0.1006072804,0.0695685612,,,Anacapa Island SMCA,reference,CALIFORNIA
KF356,UCSB,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,15.488519,20.1103,1087.860274,13.110594368,40.63294,1.1943254113,2.0157614,2005,0,12,0.1297416342,0.0858134921,14.413024667,,Anacapa Island SMCA,reference,CALIFORNIA
KF356,UCSB,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,15.708332,23.3377,1233.6730769,14.188825798,65.730255,1.2476809859,2.688927,2006,0,12,0.13844815,0.0882535896,15.493488,,Anacapa Island SMCA,reference,CALIFORNIA
KF356,UCSB,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,15.652728,22.6872,927.28571429,15.481482267,90.12068,1.2951083481,3.0020106,2007,0,12,0.1238328071,0.0811210317,13.7168255,,Anacapa Island SMCA,reference,CALIFORNIA
KF356,UCSB,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,15.60709,22.2801,977.47540984,14.964781046,38.367805,1.304472667,2.0543754,2008,0,12,0.1108406682,0.0708367154,14.192869,,Anacapa Island SMCA,reference,CALIFORNIA
KF356,UCSB,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,16.199472,22.1709,973.93939394,15.882242012,66.86847,1.321789664,2.5858939,2009,0,12,0.1030316065,0.094909355,15.895598333,,Anacapa Island SMCA,reference,CALIFORNIA
KF356,UCSB,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,14.961487,21.199507,1258.2630137,17.066724873,54.783623,1.3591751814,2.4548316,2010,0,12,0.15222466,0.1220920139,14.386757667,,Anacapa Island SMCA,reference,CALIFORNIA
KF356,UCSB,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,14.921686,19.665428,1077.1464088,14.439107084,47.714294,1.2629043758,2.202317,2011,0,12,0.1258789885,0.0823784722,13.892460667,,Anacapa Island SMCA,reference,CALIFORNIA
KF356,UCSB,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,16.493168,22.04069,938.09863014,14.963869381,50.508408,1.2766177952,2.357101,2012,0,12,0.0984346935,0.0650887747,15.272822,,Anacapa Island SMCA,reference,CALIFORNIA
KF356,UCSB,ANACAPA_ADMIRALS_CEN,34.002883,-119.4252,16.025347,21.321836,801.60547945,15.045197725,62.380108,1.3207863629,2.6195061,2013,0,12,0.1013696981,0.0706699346,15.851732333,,Anacapa Island SMCA,reference,CALIFORNIA
